objectid,cod_favela,nome,situacao,cod_comple,complexo,data_cadas,cod_bairro,bairro,cod_ra,ra,cod_rp,rp,cod_ap,pop_sabren,dom_sabren,fonte,upp,sabrengisadminLim_Favelas_2019area,Shape__Area,Shape__Length
495,545,Vila Matinha,1,2084,Complexo do Alemão,1993/04/28 03:00:00+00,156,Complexo do Alemão,29,Complexo do Alemão,3.4,Inhaúma,3,1221,359,IPP com base em IBGE - Censo Demográfico 2010,Fazendinha,74126.7510089,74126.7512721274,1789.81269475104
496,544,Estrada do Quitite,1,2088,Araticum,1991/08/06 03:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,839,237,IBGE - Censo Demográfico 2010,N,34217.4939961,34217.4944283245,1350.06985177317
497,543,Rua Santo Amos,1,2120,Tibagi,1991/10/01 03:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,193,60,IBGE - Censo Demográfico 2010,N,10499.8402467,10499.8402466746,491.920526670216
498,542,"Estrada Sargento Miguel Filho, nº 164",2,0,Isolada,1991/10/08 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,251,81,IPP com base em IBGE - Censo Demográfico 2010,Vila Kennedy,8255.51506184,8255.51506201465,444.162482114739
499,541,Bairro Nova Aguiar,2,0,Isolada,1991/12/10 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,678,187,IPP com base em IBGE - Censo Demográfico 2010,N,32987.9727099,32987.9727096837,1146.12304866427
500,540,Alameda da Creche,1,2113,Vila do Vintém,1991/11/19 03:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,234,75,IPP com base em IBGE - Censo Demográfico 2010,N,4771.33840488,4771.33791908033,356.049147688141
501,538,Fazenda da Bica,2,0,Isolada,1991/12/10 03:00:00+00,82,Cascadura,15,Madureira,3.3,Madureira,3,141,44,IPP com base em IBGE - Censo Demográfico 2010,N,8716.5521655,8716.55216546798,406.574219608313
502,536,Assis Martins,1,2057,Rua Embiri,1991/11/25 03:00:00+00,90,Marechal Hermes,15,Madureira,3.3,Madureira,3,56,16,IBGE - Censo Demográfico 2010,N,2144.22882998,2144.22882996693,189.387223651571
503,535,Morro do Bacalhau,1,2054,Morro do Juca,1991/11/14 03:00:00+00,82,Cascadura,15,Madureira,3.3,Madureira,3,154,42,IBGE - Censo Demográfico 2010,N,4241.98831958,4241.98831967066,258.586643554855
504,533,Travessa Marques de Oliveira,1,2027,Parque Itambé,1991/11/07 03:00:00+00,41,Ramos,10,Ramos,3.1,Ramos,3,337,108,IBGE - Censo Demográfico 2010,N,4106.39912617,4106.39912620889,299.220853357924
505,532,Vila Triagem,2,0,Isolada,1991/10/01 03:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,448,118,IBGE - Censo Demográfico 2010,N,7923.36475501,7923.36475499883,426.442133846355
506,531,Vila Bereti,1,2068,Associação Comunitária Vila Alvorada,1991/10/15 03:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,325,114,IBGE - Censo Demográfico 2010,N,6766.97215505,6766.97215514834,406.189020718895
507,530,Rua Sérgio Silva,1,2037,Parque Nova Maracá,1991/11/12 03:00:00+00,55,Engenho da Rainha,12,Inhaúma,3.4,Inhaúma,3,585,194,IPP com base em IBGE - Censo Demográfico 2010,N,26141.277687,26141.2775112722,1243.14733466407
508,529,Fazenda Sapopemba,2,0,Isolada,1991/10/03 03:00:00+00,134,Deodoro,33,Realengo,5.1,Bangu,5,1179,369,IBGE - Censo Demográfico 2010,N,43188.9190408,43188.9170168358,1298.23460211461
509,1109,Estrada de Sepetiba,2,0,Isolada,2021/08/16 03:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,0,0, ,N,1221.68719355,1221.68601980625,188.910209144167
510,1110,Retiro do Motorista,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,23342.6346511,23342.6350365838,1049.31524415045
511,1111,Estrada do Catruz,2,0,Isolada,2021/08/16 03:00:00+00,153,Pedra de Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,17458.4014961,17458.3968989614,687.446783398889
512,1112,Rua Professor Souza Pinto,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,26969.0720264,26969.074576066,812.031158746354
513,1113,Vitor Dumas,2,0,Isolada,2021/08/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,0,0, ,N,14484.6445114,14484.648081811,535.480293945829
514,1114,Araçatiba,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,34856.8690092,34856.8648167949,1457.22526338606
515,1115,Estrada Roberto Burle Marx,2,0,Isolada,2021/08/16 03:00:00+00,152,Barra de Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,10296.5041654,10296.4961946826,431.707484300581
516,1118,Alto Simão 3,2,0,Isolada,2021/08/16 03:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,0,0, ,N,7083.19635745,7083.19760011257,925.081345533315
517,1120,Comunidade Nova Jerusalém,2,0,Isolada,2021/08/16 03:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,0,0, ,N,25164.7578425,25164.7526811607,2207.041359094
518,1121,Caminho do Rio Pequeno 2,2,0,Isolada,2021/08/16 03:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,0,0, ,N,4506.65768837,4506.66384370234,340.499694914578
519,1122,Parque Liberal,2,0,Isolada,2021/08/16 03:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,0,0, ,N,4750.71581044,4750.7199026167,764.361667389158
520,1123,Avenida Joaquim Magalhães,2,0,Isolada,2021/08/16 03:00:00+00,145,Senador Vasconcelos,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,10387.9177783,10387.9151248216,711.906145589718
521,1124,Sítio Mandacaru,2,0,Isolada,2021/08/16 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,21439.0089112,21439.0135659048,752.889445784187
522,1125,Avenida Santa Cruz,2,0,Isolada,2021/08/16 03:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,22829.305526,22829.2932932603,1090.12499334859
523,1126,Estrada da Paciência,2,0,Isolada,2021/08/16 03:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,25855.0806867,25855.0881361312,1025.83648463847
524,1127,Estrada de Tutóia,2,0,Isolada,2021/08/16 03:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,12026.444725,12026.4409335833,557.273600187844
525,1128,Idalina,2,0,Isolada,2021/08/16 03:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,14311.256258,14311.2567765409,1083.35293156076
526,1130,Sítio do Padre,2,0,Isolada,2021/08/16 03:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,22544.7549849,22544.7541908035,890.461309008792
527,1131,Catingueira,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,60775.2850395,60775.2720447568,1838.9825112081
528,1132,Lavoura,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,29867.4679398,29867.4670425116,751.302322833961
529,1133,Beco da Felicidade,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,4538.33648425,4538.33718540965,334.030008005944
530,1134,Loteamento Coutinho,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,7717.08638171,7717.08545841522,573.965881859419
531,1135,Rua Iaciara,2,0,Isolada,2021/08/16 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,10837.8945186,10837.8902476413,524.943351091112
532,1136,Ilha de Guaratiba,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,18224.3441508,18224.3389146112,946.354020654401
533,1137,ABC Guaratiba,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,6316.76292249,6316.76839625683,488.754797495743
534,1138,Estrada do Morro Cavado 1,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,6969.94542157,6969.94712515691,413.711369538041
535,1139,Estrada do Morro Cavado 2,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,6964.09746031,6964.09317894887,533.813132645332
536,1140,Joana D`arc,2,0,Isolada,2021/08/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,0,0, ,N,40173.5443753,40173.5406640799,852.375052207521
537,1141,Jesuítas,2,0,Isolada,2021/08/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,0,0, ,N,34045.8518722,34045.8431958517,1217.12542130606
538,1142,Estrada da Estiva,2,0,Isolada,2021/08/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,0,0, ,N,2866.01285898,2866.01327200857,286.468624629221
539,1143,Comunidade Antares,2,0,Isolada,2021/08/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,0,0, ,N,19189.200896,19189.1946007406,1172.88201933167
540,1144,Rollas,2,0,Isolada,2021/08/16 03:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,0,0, ,N,53120.5712941,53120.5695376161,2074.13653862717
541,1145,Jiló,2,0,Isolada,2021/08/16 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,0,0, ,N,13902.6227704,13902.6222296149,1246.55695680694
542,1146,Jardim do Amanhã 2,2,0,Isolada,2021/08/16 03:00:00+00,115,Jacarepaguá,16,Jacarepaguá,4.1,Jacarepaguá,4,0,0, ,N,31819.7524259,31819.7708117025,2452.57574106677
543,1147,Barracão,2,0,Isolada,2021/08/16 03:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,0,0, ,N,3537.81415932,3537.8133092849,373.731671329899
544,1148,Terra Nostra,2,0,Isolada,2021/08/16 03:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,0,0, ,N,33188.2296501,33188.2306715758,1377.59561509022
545,1149,Jardim Nossa Senhora das Graças IV,2,0,Isolada,2021/08/16 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,3852.98430541,3852.98427724517,264.75989911931
546,1150,Jardim Nossa Senhora das Graças V,2,0,Isolada,2021/08/16 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,5953.1870748,5953.18772731689,458.821466702267
547,1151,Jardim Nossa Senhora das Graças VI,2,0,Isolada,2021/08/16 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,11781.9097347,11781.9125949079,680.629622851409
548,1152,Avenida 1,2,0,Isolada,2021/08/16 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,0,0, ,N,7979.46785023,7979.46656303398,628.888212359299
549,1153,Vila São Jorge 2 (RA - Irajá),2,0,Isolada,2021/08/16 03:00:00+00,77,Colégio,14,Irajá,3.3,Madureira,3,0,0, ,N,4527.63401328,4527.63256022072,983.667671531359
550,1154,Rua Sebastião de Souza Gouveia,2,0,Isolada,2021/08/16 03:00:00+00,77,Colégio,14,Irajá,3.3,Madureira,3,0,0, ,N,2070.70046837,2070.70039689002,273.618779351877
551,1155,Oitocentos,2,0,Isolada,2021/08/16 03:00:00+00,80,Cavalcanti,15,Madureira,3.3,Madureira,3,0,0, ,N,7026.50531936,7026.49980286019,523.083492193646
552,1156,Suave,2,0,Isolada,2021/08/16 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,0,0, ,N,916.63743013,916.639422557545,133.229922059642
553,1157,Rua 17 de Fevereiro 1,2,0,Isolada,2021/08/16 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,0,0, ,N,303.34218817,303.33782828187,162.885287223045
554,1158,Rua Guilherme Frota,2,0,Isolada,2021/08/16 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,0,0, ,N,612.68977641,612.689045843073,214.694807493056
555,1159,Rua 17 de Fevereiro 2,2,0,Isolada,2021/08/16 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,0,0, ,N,1274.81975496,1274.81762016331,169.878351542338
556,1160,Salsa e Merengue,2,0,Isolada,2021/08/16 03:00:00+00,157,Maré,30,Complexo da Maré,3.1,Ramos,3,0,0, ,N,4719.54998663,4719.55014517068,340.663928323114
557,1161,Rua do Pecado,2,0,Isolada,2021/08/16 03:00:00+00,47,Parada de Lucas,31,Vigário Geral,3.5,Penha,3,0,0, ,N,2526.11248407,2526.11429062653,310.905493976759
558,1162,Favelinha do Engenho,2,0,Isolada,2021/08/16 03:00:00+00,56,Tomás Coelho,12,Inhaúma,3.4,Inhaúma,3,0,0, ,N,14409.4264919,14409.4200767271,1516.72955478993
559,1163,Avenida Brasil (RA - Bangu),2,0,Isolada,2021/08/16 03:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,0,0, ,N,4528.10265504,4528.10447865237,473.575088876294
560,1164,Miguel Sacramento,2,0,Isolada,2021/08/16 03:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,10140.4874745,10140.4909774264,409.133169293521
561,1165,Mato Alto,2,0,Isolada,2021/08/16 03:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,0,0, ,N,6927.47164291,6927.46898359534,386.024837348497
562,1116,Comunidade Vila dos Sonhos,2,0,Isolada,2021/08/16 03:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,0,0, ,N,3981.73719458,3981.73915027668,523.279466451574
563,1119,Alto Simão 2,2,0,Isolada,2021/08/16 03:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,0,0, ,N,5973.64126182,5973.64089237826,681.504432889923
564,1117,Alto Simão 1,2,0,Isolada,2021/08/16 03:00:00+00,57,São Francisco Xavier,13,Méier,3.2,Méier,3,0,0, ,N,4268.75832771,4268.75522376103,628.478739304638
565,1129,Rua H,2,0,Isolada,2021/08/16 03:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,0,0, ,N,4087.18849806,4087.19528574751,711.847693130192
566,1,Ladeira dos Funcionários,1,2001,Ladeira dos Funcionários,1981/02/21 03:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1119,324,IBGE - Censo Demográfico 2010,Caju,46826.9135638,46826.9149460053,2131.97539590783
567,3,Morro da Providência,1,2003,Providência,1981/02/14 03:00:00+00,2,Gamboa,1,Portuária,1.1,Centro,1,4094,1237,IBGE - Censo Demográfico 2010,Providência,105702.031438,105702.029819273,3377.10542059328
568,2,Moreira Pinto,2,0,Isolada,1981/03/10 03:00:00+00,3,Santo Cristo,1,Portuária,1.1,Centro,1,326,104,IBGE - Censo Demográfico 2010,Providência,9017.61705646,9017.61647329804,518.733176686627
569,4,Parque Boa Esperança (RA - Portuária),2,0,Isolada,1981/07/24 03:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,5065,1558,IBGE - Censo Demográfico 2010,Caju,108537.454012,108537.458561091,2045.42630236963
570,5,Parque Nossa Senhora da Penha,2,0,Isolada,1981/02/17 03:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1201,384,IBGE - Censo Demográfico 2010,Caju,15560.3823505,15560.3852851387,811.336470451773
571,6,Parque São Sebastião,1,2001,Ladeira dos Funcionários,1981/02/28 03:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1403,417,IBGE - Censo Demográfico 2010,Caju,20683.0505997,20683.0505996553,1109.62830442523
572,7,Pedra Lisa,1,2003,Providência,1981/02/24 03:00:00+00,2,Gamboa,1,Portuária,1.1,Centro,1,260,60,IBGE - Censo Demográfico 2010,Providência,18771.5953292,18771.5953292728,669.320021322008
573,8,Quinta do Caju,2,0,Isolada,1981/07/01 03:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,2211,809,IBGE - Censo Demográfico 2010,Caju,56316.7208589,56316.7208590044,1158.70648997359
574,9,Bispo,1,2006,Turano,1981/07/31 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,1978,581,IBGE - Censo Demográfico 2010,Turano,56464.0767931,56464.0783466303,1756.64669347041
575,10,Matinha (RA - Rio Comprido),1,2006,Turano,1982/02/18 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,1717,405,IBGE - Censo Demográfico 2010,Turano,31754.2122122,31754.2122121884,1004.82406010484
576,11,Azevedo Lima,1,2005,São Carlos,1981/08/19 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,2233,632,IPP com base em IBGE - Censo Demográfico 2010,São Carlos,84956.3444999,84956.3444997744,2407.1020910918
577,12,São Carlos,1,2005,São Carlos,1982/02/09 03:00:00+00,9,Estácio,3,Rio Comprido,1.1,Centro,1,5784,1763,IBGE - Censo Demográfico 2010,São Carlos,122071.352345,122071.352344851,1755.14605204594
578,13,Catumbi,1,2004,Catumbi,1981/11/30 03:00:00+00,6,Catumbi,3,Rio Comprido,1.1,Centro,1,5770,1717,IBGE - Censo Demográfico 2010,São Carlos,126076.29286,126076.29285967,2820.84297568298
579,14,Morro do Escondidinho,1,2012,Morro dos Prazeres,1981/01/02 03:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,1758,587,IBGE - Censo Demográfico 2010,Prazeres / Escondidinho,27099.2214095,27099.2180334753,883.143937309772
580,15,Morro Santos Rodrigues,1,2004,Catumbi,1982/02/15 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,1006,307,IBGE - Censo Demográfico 2010,São Carlos,47023.9892409,47023.9892407463,1679.75634846085
581,16,Parque Rebouças,1,2008,Vila Santa Alexandrina,1981/06/08 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,137,40,IPP com base em IBGE - Censo Demográfico 2010,Turano,2391.91635508,2391.91600255095,235.275883154207
582,17,Paula Ramos,1,2008,Vila Santa Alexandrina,1981/12/09 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,273,79,IBGE - Censo Demográfico 2010,Turano,5829.55692336,5829.55692339469,422.483030334735
583,18,Rato,2,0,Isolada,1981/08/21 03:00:00+00,9,Estácio,3,Rio Comprido,1.1,Centro,1,268,75,IBGE - Censo Demográfico 2010,São Carlos,5083.65957682,5083.65957674911,429.173761743931
584,19,Santa Alexandrina,1,2008,Vila Santa Alexandrina,1981/12/16 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,549,158,IPP com base em IBGE - Censo Demográfico 2010,Turano,15882.5957695,15882.5957694647,692.145619490369
585,20,Sumaré,1,2006,Turano,1981/08/27 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,925,272,IBGE - Censo Demográfico 2010,Turano,45930.2063259,45930.2063257738,1206.84489358923
586,21,Vila Anchieta,1,2007,Vila Anchieta,1981/08/24 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,854,273,IBGE - Censo Demográfico 2010,Prazeres / Escondidinho,35917.869948,35917.8699478473,1035.78027240793
587,22,Vila Santa Alexandrina,1,2008,Vila Santa Alexandrina,1981/12/16 03:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,530,149,IBGE - Censo Demográfico 2010,Turano,18987.2762525,18987.2762524967,841.900461324857
588,23,Cerro-Corá,1,2015,Guararapes,1981/06/26 03:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,708,200,IBGE - Censo Demográfico 2010,Cerro Corá,13369.3955632,13369.3955632501,505.144134266845
589,24,Guararapes,1,2015,Guararapes,1981/02/01 03:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,673,161,IBGE - Censo Demográfico 2010,Cerro Corá,28567.4784365,28567.4784364729,1032.84150212464
590,25,Humaitá,2,0,Isolada,1981/06/05 03:00:00+00,21,Humaitá,4,Botafogo,2.1,Zona Sul,2,309,90,IBGE - Censo Demográfico 2010,N,5150.89914888,5150.89914888061,397.92786180665
591,27,Mangueira (RA - Botafogo),1,2016,Mangueira (RA - Botafogo),1981/06/05 03:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,375,121,IBGE - Censo Demográfico 2010,Tabajaras / Cabritos,11201.5785057,11201.5785056072,596.394348765049
592,28,Morro Azul,2,0,Isolada,1981/05/27 03:00:00+00,15,Flamengo,4,Botafogo,2.1,Zona Sul,2,1183,362,IBGE - Censo Demográfico 2010,N,21545.6972394,21545.6972392814,968.311975662887
593,29,Morro Santa Marta,2,0,Isolada,1981/11/03 03:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,3908,1176,IBGE - Censo Demográfico 2010,Santa Marta,57814.5695226,57814.5719936271,1159.3596658209
594,30,Tavares Bastos,2,0,Isolada,1981/05/25 03:00:00+00,18,Catete,4,Botafogo,2.1,Zona Sul,2,1099,337,IBGE - Censo Demográfico 2010,N,28135.1545775,28135.1545777085,996.711806227081
595,31,Vila Cândido,1,2015,Guararapes,1981/06/26 03:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,1422,418,IBGE - Censo Demográfico 2010,Cerro Corá,27503.903463,27503.9034629867,859.811594512125
596,32,Vila da Imaculada Conceição,2,0,Isolada,1981/05/28 03:00:00+00,19,Cosme Velho,4,Botafogo,2.1,Zona Sul,2,151,49,IPP com base em IBGE - Censo Demográfico 2010,N,6581.82519615,6581.8251962126,712.247570485178
597,33,Vila Pereira da Silva,2,0,Isolada,1981/05/29 03:00:00+00,17,Laranjeiras,4,Botafogo,2.1,Zona Sul,2,1244,366,IBGE - Censo Demográfico 2010,N,47840.2037975,47840.2037974838,1304.13225068462
598,34,Vila Santo Amaro,2,0,Isolada,1981/05/27 03:00:00+00,18,Catete,4,Botafogo,2.1,Zona Sul,2,2166,649,IBGE - Censo Demográfico 2010,N,36703.895152,36703.8951519494,1104.12918610731
599,35,Babilônia,1,2017,Babilônia,1981/07/23 03:00:00+00,23,Leme,5,Copacabana,2.1,Zona Sul,2,2451,777,IBGE - Censo Demográfico 2010,Chapéu Mangueira / Babilônia,86921.3698491,86921.3687681055,2646.70137086744
600,36,Chapéu Mangueira,1,2017,Babilônia,1981/07/23 03:00:00+00,23,Leme,5,Copacabana,2.1,Zona Sul,2,1288,401,IBGE - Censo Demográfico 2010,Chapéu Mangueira / Babilônia,33506.9911712,33506.988365799,974.994767830003
601,37,Ladeira dos Tabajaras,1,2019,Morro dos Cabritos,1981/06/11 03:00:00+00,20,Botafogo,4,Botafogo,2.1,Zona Sul,2,1049,325,IPP com base em IBGE - Censo Demográfico 2010,Tabajaras / Cabritos,31229.3505018,31229.3473744271,1922.91384819591
602,38,Morro dos Cabritos,1,2019,Morro dos Cabritos,1981/07/08 03:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,2598,885,IBGE - Censo Demográfico 2010,Tabajaras / Cabritos,110544.429002,110544.422854386,3571.95186306422
603,39,Pavão-Pavãozinho,1,2018,Cantagalo,1981/07/12 03:00:00+00,24,Copacabana,5,Copacabana,2.1,Zona Sul,2,5567,1840,IBGE - Censo Demográfico 2010,Pavão-Pavãozinho / Cantagalo,62388.2022454,62388.2032207573,1630.879309211
604,42,Morro do Cantagalo,1,2018,Cantagalo,1981/07/30 03:00:00+00,25,Ipanema,6,Lagoa,2.1,Zona Sul,2,4771,1428,IBGE - Censo Demográfico 2010,Pavão-Pavãozinho / Cantagalo,67561.0102673,67561.0104001204,1904.96218581519
605,43,Rocinha,2,0,Isolada,1982/05/26 03:00:00+00,154,Rocinha,27,Rocinha,2.1,Zona Sul,2,69156,23347,IBGE - Censo Demográfico 2010,Rocinha,844480.688539,844480.683308001,9267.0680826934
606,45,Vidigal,2,0,Isolada,1981/11/10 03:00:00+00,30,Vidigal,6,Lagoa,2.1,Zona Sul,2,9677,3234,IBGE - Censo Demográfico 2010,Vidigal / Chácara do Céu,295661.9409,295661.940900349,3482.91289496652
607,46,Vila Parque da Cidade,2,0,Isolada,1981/08/03 03:00:00+00,29,Gávea,6,Lagoa,2.1,Zona Sul,2,1924,623,IBGE - Censo Demográfico 2010,Rocinha,40746.0978566,40746.0978565719,1016.98011808015
608,47,Barreira do Vasco,2,0,Isolada,1981/03/12 03:00:00+00,158,Vasco da Gama,7,São Cristóvão,1.1,Centro,1,7949,2699,IBGE - Censo Demográfico 2010,Barreira do Vasco / Tuiuti,112814.123617,112814.123616694,1927.89181586732
609,48,Conjunto Ataulfo Alves,2,0,Isolada,1981/07/21 03:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,274,98,IBGE - Censo Demográfico 2010,N,2916.08286021,2916.08286006915,292.634171988623
610,49,Rua Ferreira de Araújo,2,0,Isolada,1981/03/18 03:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,38,11,IPP com base em IBGE - Censo Demográfico 2010,N,3847.10952929,3847.10952932422,306.199770393168
611,50,Mangueira (RA - São Cristóvão),1,2009,Mangueira (RA - São Cristóvão),1981/08/14 03:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,4570,1311,IBGE - Censo Demográfico 2010,Mangueira,118272.122665,118272.119449528,2258.83027997609
612,51,Marechal Jardim,1,2010,Tuiuti,1981/03/20 03:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,1787,599,IBGE - Censo Demográfico 2010,Barreira do Vasco / Tuiuti,39549.4645963,39549.4645963021,1256.55180742999
613,52,Morro dos Telégrafos,1,2009,Mangueira (RA - São Cristóvão),1981/03/17 03:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,6655,1985,IBGE - Censo Demográfico 2010,Mangueira,144798.241167,144798.241167324,3183.20823624506
614,53,Parque Alegria,1,2002,Parque Alegria,1981/07/27 03:00:00+00,4,Caju,1,Portuária,1.1,Centro,1,1493,505,IBGE - Censo Demográfico 2010,Caju,24809.8658241,24809.8658241553,1511.28174191559
615,54,Parque Candelária,1,2009,Mangueira (RA - São Cristóvão),1981/08/14 03:00:00+00,11,Mangueira,7,São Cristóvão,1.1,Centro,1,2212,665,IBGE - Censo Demográfico 2010,Mangueira,56969.1263306,56969.1228412613,2329.89402769954
616,55,Parque dos Mineiros,1,2010,Tuiuti,1981/03/17 03:00:00+00,10,Imperial de São Cristóvão,7,São Cristóvão,1.1,Centro,1,668,207,IBGE - Censo Demográfico 2010,Barreira do Vasco / Tuiuti,21370.6748184,21370.674818518,1059.93912142324
617,56,Parque Herédia de Sá,1,2011,Vila Arará,1990/11/11 03:00:00+00,12,Benfica,7,São Cristóvão,1.1,Centro,1,2919,921,IBGE - Censo Demográfico 2010,Manguinhos - Arará/Mandela,48872.8908675,48872.8908674915,1901.90814538312
